Pos	ID	Allele	NB	codon_start	codon_end	NB_coverage
30	s19905-19765	HLA-A01:01	0	31	39	5
31	s19905-19765	HLA-A01:01	1	32	40	6
32	s19905-19765	HLA-A01:01	0	33	41	5
33	s19905-19765	HLA-A01:01	0	34	42	5
34	s19905-19765	HLA-A01:01	1	35	43	4
35	s19905-19765	HLA-A01:01	0	36	44	3
36	s19905-19765	HLA-A01:01	0	37	45	2
37	s19905-19765	HLA-A01:01	0	38	46	2
0	s18324-18151	HLA-A01:01	0	1	9	0
1	s18324-18151	HLA-A01:01	0	2	10	0
2	s18324-18151	HLA-A01:01	0	3	11	0
3	s18324-18151	HLA-A01:01	0	4	12	0
4	s18324-18151	HLA-A01:01	2	5	13	2
5	s18324-18151	HLA-A01:01	1	6	14	3
6	s18324-18151	HLA-A01:01	0	7	15	3
7	s18324-18151	HLA-A01:01	0	8	16	3
8	s18324-18151	HLA-A01:01	0	9	17	3
9	s18324-18151	HLA-A01:01	0	10	18	3
10	s18324-18151	HLA-A01:01	5	11	19	8
11	s18324-18151	HLA-A01:01	1	12	20	9
12	s18324-18151	HLA-A01:01	2	13	21	11
13	s18324-18151	HLA-A01:01	0	14	22	9
14	s18324-18151	HLA-A01:01	0	15	23	8
15	s18324-18151	HLA-A01:01	0	16	24	8
16	s18324-18151	HLA-A01:01	0	17	25	8
17	s18324-18151	HLA-A01:01	0	18	26	8
18	s18324-18151	HLA-A01:01	0	19	27	8
19	s18324-18151	HLA-A01:01	0	20	28	3
20	s18324-18151	HLA-A01:01	0	21	29	2
21	s18324-18151	HLA-A01:01	0	22	30	0
22	s18324-18151	HLA-A01:01	1	23	31	1
23	s18324-18151	HLA-A01:01	0	24	32	1
24	s18324-18151	HLA-A01:01	2	25	33	3
25	s18324-18151	HLA-A01:01	0	26	34	3
26	s18324-18151	HLA-A01:01	4	27	35	7
27	s18324-18151	HLA-A01:01	1	28	36	8
28	s18324-18151	HLA-A01:01	0	29	37	8
29	s18324-18151	HLA-A01:01	0	30	38	8
30	s18324-18151	HLA-A01:01	0	31	39	8
31	s18324-18151	HLA-A01:01	1	32	40	8
32	s18324-18151	HLA-A01:01	0	33	41	8
33	s18324-18151	HLA-A01:01	0	34	42	6
34	s18324-18151	HLA-A01:01	0	35	43	6
35	s18324-18151	HLA-A01:01	0	36	44	2
36	s18324-18151	HLA-A01:01	1	37	45	2
37	s18324-18151	HLA-A01:01	0	38	46	2
38	s18324-18151	HLA-A01:01	0	39	47	2
39	s18324-18151	HLA-A01:01	0	40	48	2
40	s18324-18151	HLA-A01:01	2	41	49	3
41	s18324-18151	HLA-A01:01	0	42	50	3
42	s18324-18151	HLA-A01:01	5	43	51	8
43	s18324-18151	HLA-A01:01	0	44	52	8
44	s18324-18151	HLA-A01:01	0	45	53	8
45	s18324-18151	HLA-A01:01	0	46	54	7
46	s18324-18151	HLA-A01:01	0	47	55	7
47	s18324-18151	HLA-A01:01	0	48	56	7
48	s18324-18151	HLA-A01:01	1	49	57	8
0	s16493-16603	HLA-A01:01	0	1	9	0
1	s16493-16603	HLA-A01:01	0	2	10	0
2	s16493-16603	HLA-A01:01	0	3	11	0
3	s16493-16603	HLA-A01:01	1	4	12	1
4	s16493-16603	HLA-A01:01	1	5	13	2
5	s16493-16603	HLA-A01:01	1	6	14	3
6	s16493-16603	HLA-A01:01	1	7	15	4
7	s16493-16603	HLA-A01:01	1	8	16	5
8	s16493-16603	HLA-A01:01	1	9	17	6
9	s16493-16603	HLA-A01:01	1	10	18	7
10	s16493-16603	HLA-A01:01	0	11	19	7
11	s16493-16603	HLA-A01:01	0	12	20	7
12	s16493-16603	HLA-A01:01	0	13	21	6
13	s16493-16603	HLA-A01:01	1	14	22	6
14	s16493-16603	HLA-A01:01	0	15	23	5
15	s16493-16603	HLA-A01:01	2	16	24	6
16	s16493-16603	HLA-A01:01	0	17	25	5
17	s16493-16603	HLA-A01:01	0	18	26	4
18	s16493-16603	HLA-A01:01	0	19	27	3
19	s16493-16603	HLA-A01:01	0	20	28	3
20	s16493-16603	HLA-A01:01	0	21	29	3
21	s16493-16603	HLA-A01:01	0	22	30	3
22	s16493-16603	HLA-A01:01	0	23	31	2
23	s16493-16603	HLA-A01:01	3	24	32	5
24	s16493-16603	HLA-A01:01	1	25	33	4
25	s16493-16603	HLA-A01:01	1	26	34	5
26	s16493-16603	HLA-A01:01	0	27	35	5
27	s16493-16603	HLA-A01:01	0	28	36	5
0	s17628-17506	HLA-A01:01	0	1	9	0
1	s17628-17506	HLA-A01:01	0	2	10	0
2	s17628-17506	HLA-A01:01	0	3	11	0
3	s17628-17506	HLA-A01:01	0	4	12	0
4	s17628-17506	HLA-A01:01	0	5	13	0
5	s17628-17506	HLA-A01:01	0	6	14	0
6	s17628-17506	HLA-A01:01	1	7	15	1
7	s17628-17506	HLA-A01:01	0	8	16	1
8	s17628-17506	HLA-A01:01	0	9	17	1
9	s17628-17506	HLA-A01:01	1	10	18	2
10	s17628-17506	HLA-A01:01	0	11	19	2
11	s17628-17506	HLA-A01:01	0	12	20	2
12	s17628-17506	HLA-A01:01	0	13	21	2
13	s17628-17506	HLA-A01:01	0	14	22	2
14	s17628-17506	HLA-A01:01	0	15	23	2
15	s17628-17506	HLA-A01:01	0	16	24	1
16	s17628-17506	HLA-A01:01	0	17	25	1
17	s17628-17506	HLA-A01:01	0	18	26	1
18	s17628-17506	HLA-A01:01	0	19	27	0
19	s17628-17506	HLA-A01:01	0	20	28	0
20	s17628-17506	HLA-A01:01	0	21	29	0
21	s17628-17506	HLA-A01:01	0	22	30	0
22	s17628-17506	HLA-A01:01	1	23	31	1
23	s17628-17506	HLA-A01:01	0	24	32	1
24	s17628-17506	HLA-A01:01	2	25	33	3
25	s17628-17506	HLA-A01:01	0	26	34	3
26	s17628-17506	HLA-A01:01	1	27	35	4
27	s17628-17506	HLA-A01:01	0	28	36	4
28	s17628-17506	HLA-A01:01	1	29	37	5
29	s17628-17506	HLA-A01:01	0	30	38	5
30	s17628-17506	HLA-A01:01	0	31	39	5
31	s17628-17506	HLA-A01:01	0	32	40	4
0	s17106-17011	HLA-A01:01	0	1	9	0
1	s17106-17011	HLA-A01:01	2	2	10	2
2	s17106-17011	HLA-A01:01	0	3	11	2
3	s17106-17011	HLA-A01:01	0	4	12	2
4	s17106-17011	HLA-A01:01	0	5	13	2
5	s17106-17011	HLA-A01:01	2	6	14	4
6	s17106-17011	HLA-A01:01	1	7	15	5
7	s17106-17011	HLA-A01:01	2	8	16	7
8	s17106-17011	HLA-A01:01	1	9	17	8
9	s17106-17011	HLA-A01:01	0	10	18	8
10	s17106-17011	HLA-A01:01	0	11	19	6
11	s17106-17011	HLA-A01:01	2	12	20	8
12	s17106-17011	HLA-A01:01	2	13	21	10
13	s17106-17011	HLA-A01:01	1	14	22	11
14	s17106-17011	HLA-A01:01	0	15	23	9
15	s17106-17011	HLA-A01:01	0	16	24	8
16	s17106-17011	HLA-A01:01	0	17	25	6
17	s17106-17011	HLA-A01:01	0	18	26	5
18	s17106-17011	HLA-A01:01	0	19	27	5
19	s17106-17011	HLA-A01:01	0	20	28	5
20	s17106-17011	HLA-A01:01	1	21	29	4
21	s17106-17011	HLA-A01:01	0	22	30	2
22	s17106-17011	HLA-A01:01	0	23	31	1
0	s15888-15790	HLA-A01:01	1	1	9	1
1	s15888-15790	HLA-A01:01	1	2	10	2
2	s15888-15790	HLA-A01:01	0	3	11	2
3	s15888-15790	HLA-A01:01	1	4	12	3
4	s15888-15790	HLA-A01:01	1	5	13	4
5	s15888-15790	HLA-A01:01	1	6	14	5
6	s15888-15790	HLA-A01:01	3	7	15	8
7	s15888-15790	HLA-A01:01	0	8	16	8
8	s15888-15790	HLA-A01:01	0	9	17	8
9	s15888-15790	HLA-A01:01	0	10	18	7
10	s15888-15790	HLA-A01:01	0	11	19	6
11	s15888-15790	HLA-A01:01	0	12	20	6
12	s15888-15790	HLA-A01:01	2	13	21	7
13	s15888-15790	HLA-A01:01	1	14	22	7
14	s15888-15790	HLA-A01:01	0	15	23	6
15	s15888-15790	HLA-A01:01	0	16	24	3
16	s15888-15790	HLA-A01:01	0	17	25	3
17	s15888-15790	HLA-A01:01	0	18	26	3
18	s15888-15790	HLA-A01:01	0	19	27	3
19	s15888-15790	HLA-A01:01	1	20	28	4
20	s15888-15790	HLA-A01:01	2	21	29	6
21	s15888-15790	HLA-A01:01	0	22	30	4
22	s15888-15790	HLA-A01:01	0	23	31	3
23	s15888-15790	HLA-A01:01	0	24	32	3
0	s15156-14992	HLA-A01:01	0	1	9	0
1	s15156-14992	HLA-A01:01	0	2	10	0
2	s15156-14992	HLA-A01:01	0	3	11	0
3	s15156-14992	HLA-A01:01	0	4	12	0
4	s15156-14992	HLA-A01:01	0	5	13	0
5	s15156-14992	HLA-A01:01	0	6	14	0
6	s15156-14992	HLA-A01:01	0	7	15	0
7	s15156-14992	HLA-A01:01	2	8	16	2
8	s15156-14992	HLA-A01:01	0	9	17	2
9	s15156-14992	HLA-A01:01	0	10	18	2
10	s15156-14992	HLA-A01:01	0	11	19	2
11	s15156-14992	HLA-A01:01	0	12	20	2
12	s15156-14992	HLA-A01:01	1	13	21	3
13	s15156-14992	HLA-A01:01	1	14	22	4
14	s15156-14992	HLA-A01:01	0	15	23	4
15	s15156-14992	HLA-A01:01	0	16	24	4
16	s15156-14992	HLA-A01:01	0	17	25	2
17	s15156-14992	HLA-A01:01	0	18	26	2
18	s15156-14992	HLA-A01:01	0	19	27	2
19	s15156-14992	HLA-A01:01	0	20	28	2
20	s15156-14992	HLA-A01:01	1	21	29	3
21	s15156-14992	HLA-A01:01	0	22	30	2
22	s15156-14992	HLA-A01:01	0	23	31	1
23	s15156-14992	HLA-A01:01	0	24	32	1
24	s15156-14992	HLA-A01:01	0	25	33	1
25	s15156-14992	HLA-A01:01	2	26	34	3
26	s15156-14992	HLA-A01:01	0	27	35	3
27	s15156-14992	HLA-A01:01	0	28	36	3
28	s15156-14992	HLA-A01:01	0	29	37	3
29	s15156-14992	HLA-A01:01	0	30	38	2
30	s15156-14992	HLA-A01:01	0	31	39	2
31	s15156-14992	HLA-A01:01	0	32	40	2
32	s15156-14992	HLA-A01:01	1	33	41	3
33	s15156-14992	HLA-A01:01	0	34	42	3
34	s15156-14992	HLA-A01:01	1	35	43	2
35	s15156-14992	HLA-A01:01	0	36	44	2
36	s15156-14992	HLA-A01:01	0	37	45	2
37	s15156-14992	HLA-A01:01	0	38	46	2
38	s15156-14992	HLA-A01:01	0	39	47	2
39	s15156-14992	HLA-A01:01	0	40	48	2
40	s15156-14992	HLA-A01:01	0	41	49	2
41	s15156-14992	HLA-A01:01	0	42	50	1
42	s15156-14992	HLA-A01:01	0	43	51	1
43	s15156-14992	HLA-A01:01	1	44	52	1
44	s15156-14992	HLA-A01:01	0	45	53	1
45	s15156-14992	HLA-A01:01	0	46	54	1
0	s12486-12283	HLA-A01:01	2	1	9	2
1	s12486-12283	HLA-A01:01	1	2	10	3
2	s12486-12283	HLA-A01:01	0	3	11	3
3	s12486-12283	HLA-A01:01	1	4	12	4
4	s12486-12283	HLA-A01:01	1	5	13	5
5	s12486-12283	HLA-A01:01	1	6	14	6
6	s12486-12283	HLA-A01:01	0	7	15	6
7	s12486-12283	HLA-A01:01	1	8	16	7
8	s12486-12283	HLA-A01:01	0	9	17	7
9	s12486-12283	HLA-A01:01	0	10	18	5
10	s12486-12283	HLA-A01:01	0	11	19	4
11	s12486-12283	HLA-A01:01	0	12	20	4
12	s12486-12283	HLA-A01:01	0	13	21	3
13	s12486-12283	HLA-A01:01	1	14	22	3
14	s12486-12283	HLA-A01:01	0	15	23	2
15	s12486-12283	HLA-A01:01	0	16	24	2
16	s12486-12283	HLA-A01:01	0	17	25	1
17	s12486-12283	HLA-A01:01	1	18	26	2
18	s12486-12283	HLA-A01:01	1	19	27	3
19	s12486-12283	HLA-A01:01	0	20	28	3
20	s12486-12283	HLA-A01:01	1	21	29	4
21	s12486-12283	HLA-A01:01	0	22	30	4
22	s12486-12283	HLA-A01:01	1	23	31	4
23	s12486-12283	HLA-A01:01	0	24	32	4
24	s12486-12283	HLA-A01:01	5	25	33	9
25	s12486-12283	HLA-A01:01	0	26	34	9
26	s12486-12283	HLA-A01:01	0	27	35	8
27	s12486-12283	HLA-A01:01	2	28	36	9
28	s12486-12283	HLA-A01:01	1	29	37	10
29	s12486-12283	HLA-A01:01	0	30	38	9
30	s12486-12283	HLA-A01:01	2	31	39	11
31	s12486-12283	HLA-A01:01	1	32	40	11
32	s12486-12283	HLA-A01:01	1	33	41	12
33	s12486-12283	HLA-A01:01	0	34	42	7
34	s12486-12283	HLA-A01:01	1	35	43	8
35	s12486-12283	HLA-A01:01	1	36	44	9
36	s12486-12283	HLA-A01:01	0	37	45	7
37	s12486-12283	HLA-A01:01	0	38	46	6
38	s12486-12283	HLA-A01:01	0	39	47	6
39	s12486-12283	HLA-A01:01	1	40	48	5
40	s12486-12283	HLA-A01:01	1	41	49	5
41	s12486-12283	HLA-A01:01	0	42	50	4
42	s12486-12283	HLA-A01:01	1	43	51	5
43	s12486-12283	HLA-A01:01	0	44	52	4
44	s12486-12283	HLA-A01:01	2	45	53	5
45	s12486-12283	HLA-A01:01	1	46	54	6
46	s12486-12283	HLA-A01:01	0	47	55	6
47	s12486-12283	HLA-A01:01	0	48	56	6
48	s12486-12283	HLA-A01:01	0	49	57	5
49	s12486-12283	HLA-A01:01	0	50	58	4
50	s12486-12283	HLA-A01:01	0	51	59	4
51	s12486-12283	HLA-A01:01	0	52	60	3
52	s12486-12283	HLA-A01:01	1	53	61	4
53	s12486-12283	HLA-A01:01	4	54	62	6
54	s12486-12283	HLA-A01:01	1	55	63	6
55	s12486-12283	HLA-A01:01	0	56	64	6
56	s12486-12283	HLA-A01:01	0	57	65	6
57	s12486-12283	HLA-A01:01	0	58	66	6
58	s12486-12283	HLA-A01:01	0	59	67	6
0	s12255-12154	HLA-A01:01	0	1	9	0
1	s12255-12154	HLA-A01:01	0	2	10	0
2	s12255-12154	HLA-A01:01	0	3	11	0
3	s12255-12154	HLA-A01:01	0	4	12	0
4	s12255-12154	HLA-A01:01	2	5	13	2
5	s12255-12154	HLA-A01:01	0	6	14	2
6	s12255-12154	HLA-A01:01	0	7	15	2
7	s12255-12154	HLA-A01:01	0	8	16	2
8	s12255-12154	HLA-A01:01	1	9	17	3
9	s12255-12154	HLA-A01:01	0	10	18	3
10	s12255-12154	HLA-A01:01	4	11	19	7
11	s12255-12154	HLA-A01:01	1	12	20	8
12	s12255-12154	HLA-A01:01	0	13	21	8
13	s12255-12154	HLA-A01:01	0	14	22	6
14	s12255-12154	HLA-A01:01	0	15	23	6
15	s12255-12154	HLA-A01:01	0	16	24	6
16	s12255-12154	HLA-A01:01	0	17	25	6
17	s12255-12154	HLA-A01:01	0	18	26	5
18	s12255-12154	HLA-A01:01	0	19	27	5
19	s12255-12154	HLA-A01:01	1	20	28	2
20	s12255-12154	HLA-A01:01	0	21	29	1
21	s12255-12154	HLA-A01:01	0	22	30	1
22	s12255-12154	HLA-A01:01	0	23	31	1
23	s12255-12154	HLA-A01:01	1	24	32	2
24	s12255-12154	HLA-A01:01	0	25	33	2
0	s12045-11932	HLA-A01:01	0	1	9	0
1	s12045-11932	HLA-A01:01	1	2	10	1
2	s12045-11932	HLA-A01:01	0	3	11	1
3	s12045-11932	HLA-A01:01	0	4	12	1
4	s12045-11932	HLA-A01:01	0	5	13	1
5	s12045-11932	HLA-A01:01	0	6	14	1
6	s12045-11932	HLA-A01:01	0	7	15	1
7	s12045-11932	HLA-A01:01	0	8	16	1
8	s12045-11932	HLA-A01:01	1	9	17	2
9	s12045-11932	HLA-A01:01	2	10	18	4
10	s12045-11932	HLA-A01:01	0	11	19	3
11	s12045-11932	HLA-A01:01	0	12	20	3
12	s12045-11932	HLA-A01:01	0	13	21	3
13	s12045-11932	HLA-A01:01	0	14	22	3
14	s12045-11932	HLA-A01:01	1	15	23	4
15	s12045-11932	HLA-A01:01	1	16	24	5
16	s12045-11932	HLA-A01:01	0	17	25	5
17	s12045-11932	HLA-A01:01	4	18	26	8
18	s12045-11932	HLA-A01:01	0	19	27	6
19	s12045-11932	HLA-A01:01	1	20	28	7
20	s12045-11932	HLA-A01:01	0	21	29	7
21	s12045-11932	HLA-A01:01	1	22	30	8
22	s12045-11932	HLA-A01:01	0	23	31	8
23	s12045-11932	HLA-A01:01	2	24	32	9
24	s12045-11932	HLA-A01:01	0	25	33	8
25	s12045-11932	HLA-A01:01	0	26	34	8
26	s12045-11932	HLA-A01:01	0	27	35	4
27	s12045-11932	HLA-A01:01	1	28	36	5
28	s12045-11932	HLA-A01:01	1	29	37	5
0	s10951-11088	HLA-A01:01	1	1	9	1
1	s10951-11088	HLA-A01:01	0	2	10	1
2	s10951-11088	HLA-A01:01	0	3	11	1
3	s10951-11088	HLA-A01:01	0	4	12	1
4	s10951-11088	HLA-A01:01	0	5	13	1
5	s10951-11088	HLA-A01:01	0	6	14	1
6	s10951-11088	HLA-A01:01	0	7	15	1
7	s10951-11088	HLA-A01:01	0	8	16	1
8	s10951-11088	HLA-A01:01	1	9	17	2
9	s10951-11088	HLA-A01:01	0	10	18	1
10	s10951-11088	HLA-A01:01	0	11	19	1
11	s10951-11088	HLA-A01:01	0	12	20	1
12	s10951-11088	HLA-A01:01	0	13	21	1
13	s10951-11088	HLA-A01:01	1	14	22	2
14	s10951-11088	HLA-A01:01	0	15	23	2
15	s10951-11088	HLA-A01:01	0	16	24	2
16	s10951-11088	HLA-A01:01	0	17	25	2
17	s10951-11088	HLA-A01:01	1	18	26	2
18	s10951-11088	HLA-A01:01	0	19	27	2
19	s10951-11088	HLA-A01:01	2	20	28	4
20	s10951-11088	HLA-A01:01	0	21	29	4
21	s10951-11088	HLA-A01:01	4	22	30	8
22	s10951-11088	HLA-A01:01	0	23	31	7
23	s10951-11088	HLA-A01:01	4	24	32	11
24	s10951-11088	HLA-A01:01	0	25	33	11
25	s10951-11088	HLA-A01:01	0	26	34	11
26	s10951-11088	HLA-A01:01	0	27	35	10
27	s10951-11088	HLA-A01:01	5	28	36	15
28	s10951-11088	HLA-A01:01	0	29	37	13
29	s10951-11088	HLA-A01:01	4	30	38	17
30	s10951-11088	HLA-A01:01	0	31	39	13
31	s10951-11088	HLA-A01:01	4	32	40	17
32	s10951-11088	HLA-A01:01	1	33	41	14
33	s10951-11088	HLA-A01:01	1	34	42	15
34	s10951-11088	HLA-A01:01	1	35	43	16
35	s10951-11088	HLA-A01:01	4	36	44	20
36	s10951-11088	HLA-A01:01	1	37	45	16
0	s16682-16798	HLA-A01:01	0	1	9	0
1	s16682-16798	HLA-A01:01	0	2	10	0
2	s16682-16798	HLA-A01:01	2	3	11	2
3	s16682-16798	HLA-A01:01	0	4	12	2
4	s16682-16798	HLA-A01:01	0	5	13	2
5	s16682-16798	HLA-A01:01	0	6	14	2
6	s16682-16798	HLA-A01:01	0	7	15	2
7	s16682-16798	HLA-A01:01	0	8	16	2
8	s16682-16798	HLA-A01:01	0	9	17	2
9	s16682-16798	HLA-A01:01	0	10	18	2
10	s16682-16798	HLA-A01:01	0	11	19	2
11	s16682-16798	HLA-A01:01	0	12	20	0
12	s16682-16798	HLA-A01:01	0	13	21	0
13	s16682-16798	HLA-A01:01	1	14	22	1
14	s16682-16798	HLA-A01:01	0	15	23	1
15	s16682-16798	HLA-A01:01	1	16	24	2
16	s16682-16798	HLA-A01:01	0	17	25	2
17	s16682-16798	HLA-A01:01	0	18	26	2
18	s16682-16798	HLA-A01:01	0	19	27	2
19	s16682-16798	HLA-A01:01	1	20	28	3
20	s16682-16798	HLA-A01:01	0	21	29	3
21	s16682-16798	HLA-A01:01	0	22	30	3
22	s16682-16798	HLA-A01:01	1	23	31	3
23	s16682-16798	HLA-A01:01	0	24	32	3
24	s16682-16798	HLA-A01:01	0	25	33	2
25	s16682-16798	HLA-A01:01	1	26	34	3
26	s16682-16798	HLA-A01:01	3	27	35	6
27	s16682-16798	HLA-A01:01	1	28	36	7
28	s16682-16798	HLA-A01:01	1	29	37	7
29	s16682-16798	HLA-A01:01	2	30	38	9
0	s10371-10273	HLA-A01:01	2	1	9	2
1	s10371-10273	HLA-A01:01	1	2	10	3
2	s10371-10273	HLA-A01:01	0	3	11	3
3	s10371-10273	HLA-A01:01	2	4	12	5
4	s10371-10273	HLA-A01:01	0	5	13	5
5	s10371-10273	HLA-A01:01	1	6	14	6
6	s10371-10273	HLA-A01:01	0	7	15	6
7	s10371-10273	HLA-A01:01	0	8	16	6
8	s10371-10273	HLA-A01:01	0	9	17	6
9	s10371-10273	HLA-A01:01	0	10	18	4
10	s10371-10273	HLA-A01:01	2	11	19	5
11	s10371-10273	HLA-A01:01	0	12	20	5
12	s10371-10273	HLA-A01:01	0	13	21	3
13	s10371-10273	HLA-A01:01	0	14	22	3
14	s10371-10273	HLA-A01:01	4	15	23	6
15	s10371-10273	HLA-A01:01	0	16	24	6
16	s10371-10273	HLA-A01:01	1	17	25	7
17	s10371-10273	HLA-A01:01	0	18	26	7
18	s10371-10273	HLA-A01:01	0	19	27	7
19	s10371-10273	HLA-A01:01	0	20	28	5
20	s10371-10273	HLA-A01:01	2	21	29	7
21	s10371-10273	HLA-A01:01	0	22	30	7
22	s10371-10273	HLA-A01:01	1	23	31	8
23	s10371-10273	HLA-A01:01	0	24	32	4
0	s8949-8797	HLA-A01:01	0	1	9	0
1	s8949-8797	HLA-A01:01	0	2	10	0
2	s8949-8797	HLA-A01:01	0	3	11	0
3	s8949-8797	HLA-A01:01	1	4	12	1
4	s8949-8797	HLA-A01:01	0	5	13	1
5	s8949-8797	HLA-A01:01	0	6	14	1
6	s8949-8797	HLA-A01:01	1	7	15	2
7	s8949-8797	HLA-A01:01	0	8	16	2
8	s8949-8797	HLA-A01:01	0	9	17	2
9	s8949-8797	HLA-A01:01	1	10	18	3
10	s8949-8797	HLA-A01:01	0	11	19	3
11	s8949-8797	HLA-A01:01	0	12	20	3
12	s8949-8797	HLA-A01:01	0	13	21	2
13	s8949-8797	HLA-A01:01	0	14	22	2
14	s8949-8797	HLA-A01:01	0	15	23	2
15	s8949-8797	HLA-A01:01	1	16	24	2
16	s8949-8797	HLA-A01:01	0	17	25	2
17	s8949-8797	HLA-A01:01	0	18	26	2
18	s8949-8797	HLA-A01:01	1	19	27	2
19	s8949-8797	HLA-A01:01	0	20	28	2
20	s8949-8797	HLA-A01:01	0	21	29	2
21	s8949-8797	HLA-A01:01	0	22	30	2
22	s8949-8797	HLA-A01:01	0	23	31	2
23	s8949-8797	HLA-A01:01	0	24	32	2
24	s8949-8797	HLA-A01:01	0	25	33	1
25	s8949-8797	HLA-A01:01	0	26	34	1
26	s8949-8797	HLA-A01:01	0	27	35	1
27	s8949-8797	HLA-A01:01	0	28	36	0
28	s8949-8797	HLA-A01:01	0	29	37	0
29	s8949-8797	HLA-A01:01	3	30	38	3
30	s8949-8797	HLA-A01:01	0	31	39	3
31	s8949-8797	HLA-A01:01	1	32	40	4
32	s8949-8797	HLA-A01:01	0	33	41	4
33	s8949-8797	HLA-A01:01	1	34	42	5
34	s8949-8797	HLA-A01:01	0	35	43	5
35	s8949-8797	HLA-A01:01	0	36	44	5
36	s8949-8797	HLA-A01:01	0	37	45	5
37	s8949-8797	HLA-A01:01	1	38	46	6
38	s8949-8797	HLA-A01:01	2	39	47	5
39	s8949-8797	HLA-A01:01	0	40	48	5
40	s8949-8797	HLA-A01:01	0	41	49	4
41	s8949-8797	HLA-A01:01	0	42	50	4
0	s7419-7321	HLA-A01:01	1	1	9	1
1	s7419-7321	HLA-A01:01	0	2	10	1
2	s7419-7321	HLA-A01:01	0	3	11	1
3	s7419-7321	HLA-A01:01	1	4	12	2
4	s7419-7321	HLA-A01:01	0	5	13	2
5	s7419-7321	HLA-A01:01	0	6	14	2
6	s7419-7321	HLA-A01:01	0	7	15	2
7	s7419-7321	HLA-A01:01	0	8	16	2
8	s7419-7321	HLA-A01:01	0	9	17	2
9	s7419-7321	HLA-A01:01	0	10	18	1
10	s7419-7321	HLA-A01:01	0	11	19	1
11	s7419-7321	HLA-A01:01	0	12	20	1
12	s7419-7321	HLA-A01:01	0	13	21	0
13	s7419-7321	HLA-A01:01	0	14	22	0
14	s7419-7321	HLA-A01:01	0	15	23	0
15	s7419-7321	HLA-A01:01	0	16	24	0
16	s7419-7321	HLA-A01:01	0	17	25	0
17	s7419-7321	HLA-A01:01	0	18	26	0
18	s7419-7321	HLA-A01:01	1	19	27	1
19	s7419-7321	HLA-A01:01	1	20	28	2
20	s7419-7321	HLA-A01:01	0	21	29	2
21	s7419-7321	HLA-A01:01	0	22	30	2
22	s7419-7321	HLA-A01:01	1	23	31	3
23	s7419-7321	HLA-A01:01	0	24	32	3
0	s16973-17122	HLA-A01:01	0	1	9	0
1	s16973-17122	HLA-A01:01	0	2	10	0
2	s16973-17122	HLA-A01:01	0	3	11	0
3	s16973-17122	HLA-A01:01	1	4	12	1
4	s16973-17122	HLA-A01:01	0	5	13	1
5	s16973-17122	HLA-A01:01	0	6	14	1
6	s16973-17122	HLA-A01:01	3	7	15	4
7	s16973-17122	HLA-A01:01	0	8	16	4
8	s16973-17122	HLA-A01:01	1	9	17	5
9	s16973-17122	HLA-A01:01	2	10	18	7
10	s16973-17122	HLA-A01:01	0	11	19	7
11	s16973-17122	HLA-A01:01	4	12	20	11
12	s16973-17122	HLA-A01:01	7	13	21	17
13	s16973-17122	HLA-A01:01	0	14	22	17
14	s16973-17122	HLA-A01:01	1	15	23	18
15	s16973-17122	HLA-A01:01	1	16	24	16
16	s16973-17122	HLA-A01:01	1	17	25	17
17	s16973-17122	HLA-A01:01	0	18	26	16
18	s16973-17122	HLA-A01:01	0	19	27	14
19	s16973-17122	HLA-A01:01	1	20	28	15
20	s16973-17122	HLA-A01:01	0	21	29	11
21	s16973-17122	HLA-A01:01	1	22	30	5
22	s16973-17122	HLA-A01:01	0	23	31	5
23	s16973-17122	HLA-A01:01	0	24	32	4
24	s16973-17122	HLA-A01:01	1	25	33	4
25	s16973-17122	HLA-A01:01	1	26	34	4
26	s16973-17122	HLA-A01:01	0	27	35	4
27	s16973-17122	HLA-A01:01	0	28	36	4
28	s16973-17122	HLA-A01:01	0	29	37	3
29	s16973-17122	HLA-A01:01	0	30	38	3
30	s16973-17122	HLA-A01:01	0	31	39	2
31	s16973-17122	HLA-A01:01	2	32	40	4
32	s16973-17122	HLA-A01:01	1	33	41	5
33	s16973-17122	HLA-A01:01	1	34	42	5
34	s16973-17122	HLA-A01:01	1	35	43	5
35	s16973-17122	HLA-A01:01	0	36	44	5
36	s16973-17122	HLA-A01:01	1	37	45	6
37	s16973-17122	HLA-A01:01	1	38	46	7
38	s16973-17122	HLA-A01:01	1	39	47	8
39	s16973-17122	HLA-A01:01	1	40	48	9
40	s16973-17122	HLA-A01:01	0	41	49	7
0	s6489-6187	HLA-A01:01	4	1	9	4
1	s6489-6187	HLA-A01:01	0	2	10	4
2	s6489-6187	HLA-A01:01	0	3	11	4
3	s6489-6187	HLA-A01:01	2	4	12	6
4	s6489-6187	HLA-A01:01	0	5	13	6
5	s6489-6187	HLA-A01:01	1	6	14	7
6	s6489-6187	HLA-A01:01	0	7	15	7
7	s6489-6187	HLA-A01:01	0	8	16	7
8	s6489-6187	HLA-A01:01	4	9	17	11
9	s6489-6187	HLA-A01:01	1	10	18	8
10	s6489-6187	HLA-A01:01	1	11	19	9
11	s6489-6187	HLA-A01:01	1	12	20	10
12	s6489-6187	HLA-A01:01	0	13	21	8
13	s6489-6187	HLA-A01:01	5	14	22	13
14	s6489-6187	HLA-A01:01	0	15	23	12
15	s6489-6187	HLA-A01:01	0	16	24	12
