sequence	product	product_order	codon	OL_category	variability	N_sites	S_sites	N_diffs	S_diffs
SARSCOV2	ORF1ab	1	6899	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6900	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6901	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6902	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6903	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6904	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6905	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6906	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6907	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6908	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	6909	NOL	polymorphic	2.333333333	0.6666666667	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6910	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6911	NOL	polymorphic	2.000377074	0.9996229261	0.001507537117	0
SARSCOV2	ORF1ab	1	6912	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6913	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6914	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6915	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6916	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6917	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6918	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6919	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6920	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6921	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6922	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6923	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6924	NOL	polymorphic	1.999664823	0.999581029	5.026387904e-4	0
SARSCOV2	ORF1ab	1	6925	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6926	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6927	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6928	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6929	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6930	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6931	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6932	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6933	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6934	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6935	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6936	NOL	polymorphic	2.666666667	0.3333333333	0	0.001507537117
SARSCOV2	ORF1ab	1	6937	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6938	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6939	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6940	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6941	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6942	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6943	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6944	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6945	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6946	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6947	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6948	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6949	NOL	polymorphic	2.000167588	0.9998324116	0.001005403999	5.026387904e-4
SARSCOV2	ORF1ab	1	6950	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6951	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6952	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	6953	NOL	polymorphic	2	1	0	0.001005277581
SARSCOV2	ORF1ab	1	6954	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6955	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6956	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6957	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6958	NOL	polymorphic	2.665325959	0.3339198927	0.004014030904	0
SARSCOV2	ORF1ab	1	6959	NOL	polymorphic	1.666834255	1.333165745	0	0.001005530417
SARSCOV2	ORF1ab	1	6960	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	6961	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	6962	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6963	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6964	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6965	NOL	polymorphic	2	1	0.001005277581	0
SARSCOV2	ORF1ab	1	6966	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6967	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6968	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6969	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	6970	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6971	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6972	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6973	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6974	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6975	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6976	NOL	polymorphic	1.999496855	0.9997484277	5.03018045e-4	0
SARSCOV2	ORF1ab	1	6977	NOL	polymorphic	2.665995976	0.333249497	0	0
SARSCOV2	ORF1ab	1	6978	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6979	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6980	NOL	polymorphic	2.666666667	0.3333333333	0.00150791599	0
SARSCOV2	ORF1ab	1	6981	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6982	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6983	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6984	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6985	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6986	NOL	polymorphic	2	1	5.028916269e-4	0
SARSCOV2	ORF1ab	1	6987	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6988	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	6989	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6990	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6991	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6992	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6993	NOL	polymorphic	2.000503018	0.9994969819	0.003014312289	0
SARSCOV2	ORF1ab	1	6994	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6995	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6996	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	6997	NOL	polymorphic	2	1	0	0.001508168953
SARSCOV2	ORF1ab	1	6998	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	6999	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7000	NOL	polymorphic	2.000167799	0.9998322007	5.033979361e-4	0
SARSCOV2	ORF1ab	1	7001	NOL	polymorphic	2.666666667	0.3333333333	0	5.030181087e-4
SARSCOV2	ORF1ab	1	7002	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7003	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7004	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7005	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7006	NOL	polymorphic	2	1	0	0.00100553029
SARSCOV2	ORF1ab	1	7007	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	7008	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7009	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7010	NOL	polymorphic	1.999497108	0.9997485542	0	0
SARSCOV2	ORF1ab	1	7011	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7012	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7013	NOL	polymorphic	1.999413293	0.9998323695	5.027651451e-4	0
SARSCOV2	ORF1ab	1	7014	NOL	polymorphic	2.000167631	0.9998323695	0.001005783254	0.00150791599
SARSCOV2	ORF1ab	1	7015	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7016	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7017	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7018	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	7019	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0
SARSCOV2	ORF1ab	1	7020	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7021	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7022	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	7023	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7024	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7025	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7026	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	ORF1ab	1	7027	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7028	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7029	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	7030	NOL	polymorphic	2.333249518	0.6667504819	5.028916269e-4	0
SARSCOV2	ORF1ab	1	7031	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7032	NOL	polymorphic	2.000083857	0.9999161426	5.031446541e-4	0
SARSCOV2	ORF1ab	1	7033	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7034	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7035	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7036	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7037	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7038	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7039	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	7040	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7041	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0
SARSCOV2	ORF1ab	1	7042	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7043	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7044	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7045	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	7046	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7047	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7048	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7049	NOL	polymorphic	2	1	0	5.033979361e-4
SARSCOV2	ORF1ab	1	7050	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7051	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7052	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7053	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7054	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7055	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7056	NOL	polymorphic	2	1	5.030181087e-4	0
SARSCOV2	ORF1ab	1	7057	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7058	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	7059	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7060	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7061	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7062	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7063	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7064	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7065	NOL	polymorphic	2.333249497	0.666750503	5.030181087e-4	0
SARSCOV2	ORF1ab	1	7066	NOL	polymorphic	2.666666667	0.3333333333	0	0.00100603609
SARSCOV2	ORF1ab	1	7067	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7068	NOL	polymorphic	2.999748364	2.516356316e-4	5.032712632e-4	0
SARSCOV2	ORF1ab	1	7069	NOL	polymorphic	2.332746184	0.6664989096	0	0
SARSCOV2	ORF1ab	1	7070	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7071	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7072	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7073	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7074	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7075	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7076	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7077	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	7078	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7079	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7080	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7081	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	7082	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7083	NOL	polymorphic	2.666666667	0.3333333333	5.030181087e-4	0
SARSCOV2	ORF1ab	1	7084	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7085	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	7086	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7087	NOL	polymorphic	2	1	5.028916269e-4	0
SARSCOV2	ORF1ab	1	7088	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	7089	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7090	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7091	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7092	NOL	polymorphic	2.000335261	0.9996647389	0.00100553029	0
SARSCOV2	ORF1ab	1	7093	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7094	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	7095	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	7096	NOL	polymorphic	2.666666667	0.3333333333	0	0.001005783126
SARSCOV2	ORF1ab	1	7097	NOL	conserved	0	0	0	0
SARSCOV2	S	2	1	NOL	conserved	3	0	0	0
SARSCOV2	S	2	2	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	3	NOL	conserved	2	1	0	0
SARSCOV2	S	2	4	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	5	NOL	polymorphic	2.003856472	0.9961435278	0.01150538451	0
SARSCOV2	S	2	6	NOL	conserved	2	1	0	0
SARSCOV2	S	2	7	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	8	NOL	polymorphic	2.332160215	0.6678397855	0.008516668177	0
SARSCOV2	S	2	9	NOL	conserved	2	1	0	0
SARSCOV2	S	2	10	NOL	polymorphic	1.667504609	1.332495391	0	0.002511297679
SARSCOV2	S	2	11	NOL	polymorphic	2	1	0	0.001005277581
SARSCOV2	S	2	12	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	S	2	13	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	14	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	15	NOL	conserved	2.5	0.5	0	0
SARSCOV2	S	2	16	NOL	conserved	2	1	0	0
SARSCOV2	S	2	17	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	18	NOL	polymorphic	2	0.9992458522	0.001507157862	0
SARSCOV2	S	2	19	NOL	conserved	2	1	0	0
SARSCOV2	S	2	20	NOL	polymorphic	2	1	0	0.002511803352
SARSCOV2	S	2	21	NOL	polymorphic	2.166792358	0.833207642	5.028916269e-4	0.001005151163
SARSCOV2	S	2	22	NOL	polymorphic	2.000083815	0.9999161847	5.028916269e-4	0
SARSCOV2	S	2	23	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	24	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	25	NOL	conserved	2	1	0	0
SARSCOV2	S	2	26	NOL	polymorphic	1.998994217	0.9994971084	0	0
SARSCOV2	S	2	27	NOL	polymorphic	1.999497108	0.9997485542	5.027651451e-4	0
SARSCOV2	S	2	28	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0.00150791599
SARSCOV2	S	2	29	NOL	polymorphic	2.000251446	0.9997485542	0.00150791599	0
SARSCOV2	S	2	30	NOL	polymorphic	2.666666667	0.3333333333	5.028916269e-4	0
SARSCOV2	S	2	31	NOL	conserved	2	1	0	0
SARSCOV2	S	2	32	NOL	polymorphic	2.666582851	0.3334171486	5.028916269e-4	5.028916269e-4
SARSCOV2	S	2	33	NOL	conserved	2	1	0	0
SARSCOV2	S	2	34	NOL	conserved	2	1	0	0
SARSCOV2	S	2	35	NOL	conserved	2	1	0	0
SARSCOV2	S	2	36	NOL	conserved	2	1	0	0
SARSCOV2	S	2	37	NOL	conserved	2	1	0	0
SARSCOV2	S	2	38	NOL	polymorphic	2	1	0	0.00100553029
SARSCOV2	S	2	39	NOL	conserved	2	1	0	0
SARSCOV2	S	2	40	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	41	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	42	NOL	polymorphic	2	1	5.028916269e-4	0
SARSCOV2	S	2	43	NOL	polymorphic	2.666666667	0.3333333333	0	5.028916269e-4
SARSCOV2	S	2	44	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	S	2	45	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	S	2	46	NOL	conserved	2	1	0	0
SARSCOV2	S	2	47	NOL	conserved	2	1	0	0
SARSCOV2	S	2	48	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	49	NOL	polymorphic	2.665324948	0.3346750524	0.004018067122	0
SARSCOV2	S	2	50	NOL	polymorphic	2.000335177	0.9996648232	0.002009543816	0
SARSCOV2	S	2	51	NOL	conserved	2	1	0	0
SARSCOV2	S	2	52	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	53	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	S	2	54	NOL	polymorphic	2.332998157	0.6662476957	0.001507157862	2.53e-7
SARSCOV2	S	2	55	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	S	2	56	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	57	NOL	conserved	2	1	0	0
SARSCOV2	S	2	58	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	59	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	60	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	S	2	61	NOL	polymorphic	2.666666667	0.3333333333	0	5.028916269e-4
SARSCOV2	S	2	62	NOL	conserved	2	1	0	0
SARSCOV2	S	2	63	NOL	conserved	2	1	0	0
SARSCOV2	S	2	64	NOL	polymorphic	2.999664739	3.352610846e-4	0.00100553029	0
SARSCOV2	S	2	65	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	66	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	67	NOL	polymorphic	1.999496729	0.9997483644	0	0
SARSCOV2	S	2	68	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	69	NOL	polymorphic	2.666666667	0.3333333333	5.028916269e-4	0
SARSCOV2	S	2	70	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	S	2	71	NOL	polymorphic	2.000335177	0.9996648232	0.00150804279	0
SARSCOV2	S	2	72	NOL	polymorphic	2.000251383	0.9997486174	5.027652086e-4	0
SARSCOV2	S	2	73	NOL	polymorphic	2.000167588	0.9998324116	0.001005530417	5.027652086e-4
SARSCOV2	S	2	74	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	S	2	75	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	S	2	76	NOL	polymorphic	2.000167588	0.9998324116	0.001005277581	0
SARSCOV2	S	2	77	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	S	2	78	NOL	polymorphic	2.333417128	0.6665828725	5.027652086e-4	0
SARSCOV2	S	2	79	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	80	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	81	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	82	NOL	conserved	2	1	0	0
SARSCOV2	S	2	83	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	S	2	84	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	S	2	85	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	S	2	86	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	87	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	88	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	89	NOL	conserved	2	1	0	0
SARSCOV2	S	2	90	NOL	polymorphic	2.000502765	0.9994972348	0.001507537117	0
SARSCOV2	S	2	91	NOL	conserved	2	1	0	0
SARSCOV2	S	2	92	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	93	NOL	conserved	2	1	0	0
SARSCOV2	S	2	94	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	S	2	95	NOL	conserved	2	1	0	0
SARSCOV2	S	2	96	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	97	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	S	2	98	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	S	2	99	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	S	2	100	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	101	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	102	NOL	polymorphic	2.166122004	0.8331238478	0	0
SARSCOV2	S	2	103	NOL	conserved	2	1	0	0
SARSCOV2	S	2	104	NOL	conserved	3	0	0	0
SARSCOV2	S	2	105	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	106	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	107	NOL	conserved	2	1	0	0
SARSCOV2	S	2	108	NOL	conserved	2	1	0	0
SARSCOV2	S	2	109	NOL	conserved	2	1	0	0
SARSCOV2	S	2	110	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	111	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	S	2	112	NOL	conserved	2	1	0	0
SARSCOV2	S	2	113	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	114	NOL	conserved	2	1	0	0
SARSCOV2	S	2	115	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	116	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	S	2	117	NOL	polymorphic	1.667001843	1.332998157	0	0.001005277581
SARSCOV2	S	2	118	NOL	conserved	2	1	0	0
SARSCOV2	S	2	119	NOL	polymorphic	2.333249539	0.6667504609	5.027652086e-4	0
SARSCOV2	S	2	120	NOL	polymorphic	2.000251383	0.9997486174	0.001507537117	0
SARSCOV2	S	2	121	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	122	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	123	NOL	conserved	2	1	0	0
SARSCOV2	S	2	124	NOL	conserved	2	1	0	0
SARSCOV2	S	2	125	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	126	NOL	conserved	2	1	0	0
SARSCOV2	S	2	127	NOL	polymorphic	1.999497108	0.9997485542	0	0
SARSCOV2	S	2	128	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	S	2	129	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	130	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	S	2	131	NOL	conserved	2.5	0.5	0	0
SARSCOV2	S	2	132	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	133	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	134	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	135	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	136	NOL	conserved	2.5	0.5	0	0
SARSCOV2	S	2	137	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	S	2	138	NOL	polymorphic	2.666163522	0.333836478	0.002011439134	0
